Número interno de finca MOVE;Región/ Zona o cooperativa;Técnico a cargo;Nombre productor;Municipio;Departamento
11954;XXXX;QQQ;XXX;XXX;XX
11955;XXXX;XXX;FADFBA;XXX;XX
11956;XXXX;YYY;FDSBSDF;XXX;XX
11957;XXXX;KKK;DFGN;XXX;XX
11958;XXXX;ÑÑÑ;SNBGS;XXX;XX
11959;XXXX;PPP;XXX;XXX;XX
11960;XXXX;QQQ;FADFBA;XXX;XX
11961;XXXX;XXX;FDSBSDF;XXX;XX
11963;XXXX;YYY;DFGN;XXX;XX
11964;XXXX;KKK;SNBGS;XXX;XX
11965;XXXX;ÑÑÑ;XXX;XXX;XX
11967;XXXX;PPP;FADFBA;XXX;XX
11968;XXXX;QQQ;FDSBSDF;XXX;XX
11970;XXXX;XXX;DFGN;XXX;XX
11971;XXXX;YYY;SNBGS;XXX;XX
11972;XXXX;KKK;XXX;XXX;XX
11973;XXXX;ÑÑÑ;FADFBA;XXX;XX
11974;XXXX;PPP;FDSBSDF;XXX;XX
11975;XXXX;QQQ;DFGN;XXX;XX
11976;XXXX;XXX;SNBGS;XXX;XX
11977;XXXX;YYY;XXX;XXX;XX
11978;XXXX;KKK;FADFBA;XXX;XX
11979;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
11981;XXXX;PPP;DFGN;XXX;XX
11982;XXXX;QQQ;SNBGS;XXX;XX
11983;XXXX;XXX;XXX;XXX;XX
11984;XXXX;YYY;FADFBA;XXX;XX
11985;XXXX;KKK;FDSBSDF;XXX;XX
11986;XXXX;ÑÑÑ;DFGN;XXX;XX
11987;XXXX;PPP;SNBGS;XXX;XX
11988;XXXX;QQQ;XXX;XXX;XX
11989;XXXX;XXX;FADFBA;XXX;XX
11990;XXXX;YYY;FDSBSDF;XXX;XX
11991;XXXX;KKK;DFGN;XXX;XX
11993;XXXX;ÑÑÑ;SNBGS;XXX;XX
11994;XXXX;PPP;XXX;XXX;XX
11995;XXXX;QQQ;FADFBA;XXX;XX
11997;XXXX;XXX;FDSBSDF;XXX;XX
11998;XXXX;YYY;DFGN;XXX;XX
11999;XXXX;KKK;SNBGS;XXX;XX
12000;XXXX;ÑÑÑ;XXX;XXX;XX
12004;XXXX;PPP;FADFBA;XXX;XX
12005;XXXX;QQQ;FDSBSDF;XXX;XX
12008;XXXX;XXX;DFGN;XXX;XX
12010;XXXX;YYY;SNBGS;XXX;XX
12012;XXXX;KKK;XXX;XXX;XX
12013;XXXX;ÑÑÑ;FADFBA;XXX;XX
12016;XXXX;PPP;FDSBSDF;XXX;XX
12017;XXXX;QQQ;DFGN;XXX;XX
12018;XXXX;XXX;SNBGS;XXX;XX
12019;XXXX;YYY;XXX;XXX;XX
12020;XXXX;KKK;FADFBA;XXX;XX
12021;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12022;XXXX;PPP;DFGN;XXX;XX
12023;XXXX;QQQ;SNBGS;XXX;XX
12025;XXXX;XXX;XXX;XXX;XX
12026;XXXX;YYY;FADFBA;XXX;XX
12027;XXXX;KKK;FDSBSDF;XXX;XX
12028;XXXX;ÑÑÑ;DFGN;XXX;XX
12030;XXXX;PPP;SNBGS;XXX;XX
12031;XXXX;QQQ;XXX;XXX;XX
12032;XXXX;XXX;FADFBA;XXX;XX
12033;XXXX;YYY;FDSBSDF;XXX;XX
12034;XXXX;KKK;DFGN;XXX;XX
12035;XXXX;ÑÑÑ;SNBGS;XXX;XX
12036;XXXX;PPP;XXX;XXX;XX
12037;XXXX;QQQ;FADFBA;XXX;XX
12038;XXXX;XXX;FDSBSDF;XXX;XX
12039;XXXX;YYY;DFGN;XXX;XX
12040;XXXX;KKK;SNBGS;XXX;XX
12041;XXXX;ÑÑÑ;XXX;XXX;XX
12042;XXXX;PPP;FADFBA;XXX;XX
12043;XXXX;QQQ;FDSBSDF;XXX;XX
12044;XXXX;XXX;DFGN;XXX;XX
12045;XXXX;YYY;SNBGS;XXX;XX
12046;XXXX;KKK;XXX;XXX;XX
12047;XXXX;ÑÑÑ;FADFBA;XXX;XX
12048;XXXX;PPP;FDSBSDF;XXX;XX
12049;XXXX;QQQ;DFGN;XXX;XX
12050;XXXX;XXX;SNBGS;XXX;XX
12051;XXXX;YYY;XXX;XXX;XX
12052;XXXX;KKK;FADFBA;XXX;XX
12053;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12054;XXXX;PPP;DFGN;XXX;XX
12055;XXXX;QQQ;SNBGS;XXX;XX
12056;XXXX;XXX;XXX;XXX;XX
12057;XXXX;YYY;FADFBA;XXX;XX
12058;XXXX;KKK;FDSBSDF;XXX;XX
12059;XXXX;ÑÑÑ;DFGN;XXX;XX
12060;XXXX;PPP;SNBGS;XXX;XX
12061;XXXX;QQQ;XXX;XXX;XX
12062;XXXX;XXX;FADFBA;XXX;XX
12063;XXXX;YYY;FDSBSDF;XXX;XX
12064;XXXX;KKK;DFGN;XXX;XX
12065;XXXX;ÑÑÑ;SNBGS;XXX;XX
12066;XXXX;PPP;XXX;XXX;XX
12067;XXXX;QQQ;FADFBA;XXX;XX
12068;XXXX;XXX;FDSBSDF;XXX;XX
12069;XXXX;YYY;DFGN;XXX;XX
12070;XXXX;KKK;SNBGS;XXX;XX
12071;XXXX;ÑÑÑ;XXX;XXX;XX
12072;XXXX;PPP;FADFBA;XXX;XX
12073;XXXX;QQQ;FDSBSDF;XXX;XX
12074;XXXX;XXX;DFGN;XXX;XX
12075;XXXX;YYY;SNBGS;XXX;XX
12076;XXXX;KKK;XXX;XXX;XX
12077;XXXX;ÑÑÑ;FADFBA;XXX;XX
12080;XXXX;PPP;FDSBSDF;XXX;XX
12081;XXXX;QQQ;DFGN;XXX;XX
12082;XXXX;XXX;SNBGS;XXX;XX
12085;XXXX;YYY;XXX;XXX;XX
12086;XXXX;KKK;FADFBA;XXX;XX
12087;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12088;XXXX;PPP;DFGN;XXX;XX
12089;XXXX;QQQ;SNBGS;XXX;XX
12091;XXXX;XXX;XXX;XXX;XX
12092;XXXX;YYY;FADFBA;XXX;XX
12093;XXXX;KKK;FDSBSDF;XXX;XX
12094;XXXX;ÑÑÑ;DFGN;XXX;XX
12096;XXXX;PPP;SNBGS;XXX;XX
12097;XXXX;QQQ;XXX;XXX;XX
12098;XXXX;XXX;FADFBA;XXX;XX
12099;XXXX;YYY;FDSBSDF;XXX;XX
12100;XXXX;KKK;DFGN;XXX;XX
12101;XXXX;ÑÑÑ;SNBGS;XXX;XX
12102;XXXX;PPP;XXX;XXX;XX
12103;XXXX;QQQ;FADFBA;XXX;XX
12104;XXXX;XXX;FDSBSDF;XXX;XX
12105;XXXX;YYY;DFGN;XXX;XX
12106;XXXX;KKK;SNBGS;XXX;XX
12108;XXXX;ÑÑÑ;XXX;XXX;XX
12110;XXXX;PPP;FADFBA;XXX;XX
12111;XXXX;QQQ;FDSBSDF;XXX;XX
12112;XXXX;XXX;DFGN;XXX;XX
12113;XXXX;YYY;SNBGS;XXX;XX
12114;XXXX;KKK;XXX;XXX;XX
12115;XXXX;ÑÑÑ;FADFBA;XXX;XX
12116;XXXX;PPP;FDSBSDF;XXX;XX
12117;XXXX;QQQ;DFGN;XXX;XX
12118;XXXX;XXX;SNBGS;XXX;XX
12119;XXXX;YYY;XXX;XXX;XX
12120;XXXX;KKK;FADFBA;XXX;XX
12121;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12122;XXXX;PPP;DFGN;XXX;XX
12124;XXXX;QQQ;SNBGS;XXX;XX
12125;XXXX;XXX;XXX;XXX;XX
12126;XXXX;YYY;FADFBA;XXX;XX
12127;XXXX;KKK;FDSBSDF;XXX;XX
12129;XXXX;ÑÑÑ;DFGN;XXX;XX
12130;XXXX;PPP;SNBGS;XXX;XX
12131;XXXX;QQQ;XXX;XXX;XX
12132;XXXX;XXX;FADFBA;XXX;XX
12133;XXXX;YYY;FDSBSDF;XXX;XX
12134;XXXX;KKK;DFGN;XXX;XX
12136;XXXX;ÑÑÑ;SNBGS;XXX;XX
12137;XXXX;PPP;XXX;XXX;XX
12138;XXXX;QQQ;FADFBA;XXX;XX
12139;XXXX;XXX;FDSBSDF;XXX;XX
12141;XXXX;YYY;DFGN;XXX;XX
12142;XXXX;KKK;SNBGS;XXX;XX
12143;XXXX;ÑÑÑ;XXX;XXX;XX
12144;XXXX;PPP;FADFBA;XXX;XX
12145;XXXX;QQQ;FDSBSDF;XXX;XX
12147;XXXX;XXX;DFGN;XXX;XX
12148;XXXX;YYY;SNBGS;XXX;XX
12151;XXXX;KKK;XXX;XXX;XX
12152;XXXX;ÑÑÑ;FADFBA;XXX;XX
12153;XXXX;PPP;FDSBSDF;XXX;XX
12154;XXXX;QQQ;DFGN;XXX;XX
12155;XXXX;XXX;SNBGS;XXX;XX
12158;XXXX;YYY;XXX;XXX;XX
12159;XXXX;KKK;FADFBA;XXX;XX
12160;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12161;XXXX;PPP;DFGN;XXX;XX
12162;XXXX;QQQ;SNBGS;XXX;XX
12163;XXXX;XXX;XXX;XXX;XX
12164;XXXX;YYY;FADFBA;XXX;XX
12165;XXXX;KKK;FDSBSDF;XXX;XX
12166;XXXX;ÑÑÑ;DFGN;XXX;XX
12167;XXXX;PPP;SNBGS;XXX;XX
12168;XXXX;QQQ;XXX;XXX;XX
12169;XXXX;XXX;FADFBA;XXX;XX
12170;XXXX;YYY;FDSBSDF;XXX;XX
12171;XXXX;KKK;DFGN;XXX;XX
12172;XXXX;ÑÑÑ;SNBGS;XXX;XX
12173;XXXX;PPP;XXX;XXX;XX
12174;XXXX;QQQ;FADFBA;XXX;XX
12175;XXXX;XXX;FDSBSDF;XXX;XX
12177;XXXX;YYY;DFGN;XXX;XX
12178;XXXX;KKK;SNBGS;XXX;XX
12179;XXXX;ÑÑÑ;XXX;XXX;XX
12180;XXXX;PPP;FADFBA;XXX;XX
12181;XXXX;QQQ;FDSBSDF;XXX;XX
12182;XXXX;XXX;DFGN;XXX;XX
12183;XXXX;YYY;SNBGS;XXX;XX
12184;XXXX;KKK;XXX;XXX;XX
12185;XXXX;ÑÑÑ;FADFBA;XXX;XX
12186;XXXX;PPP;FDSBSDF;XXX;XX
12187;XXXX;QQQ;DFGN;XXX;XX
12188;XXXX;XXX;SNBGS;XXX;XX
12190;XXXX;YYY;XXX;XXX;XX
12191;XXXX;KKK;FADFBA;XXX;XX
12192;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12193;XXXX;PPP;DFGN;XXX;XX
12195;XXXX;QQQ;SNBGS;XXX;XX
12196;XXXX;XXX;XXX;XXX;XX
12197;XXXX;YYY;FADFBA;XXX;XX
12198;XXXX;KKK;FDSBSDF;XXX;XX
12199;XXXX;ÑÑÑ;DFGN;XXX;XX
12200;XXXX;PPP;SNBGS;XXX;XX
12201;XXXX;QQQ;XXX;XXX;XX
12202;XXXX;XXX;FADFBA;XXX;XX
12203;XXXX;YYY;FDSBSDF;XXX;XX
12204;XXXX;KKK;DFGN;XXX;XX
12206;XXXX;ÑÑÑ;SNBGS;XXX;XX
12209;XXXX;PPP;XXX;XXX;XX
12210;XXXX;QQQ;FADFBA;XXX;XX
12211;XXXX;XXX;FDSBSDF;XXX;XX
12212;XXXX;YYY;DFGN;XXX;XX
12213;XXXX;KKK;SNBGS;XXX;XX
12214;XXXX;ÑÑÑ;XXX;XXX;XX
12215;XXXX;PPP;FADFBA;XXX;XX
12216;XXXX;QQQ;FDSBSDF;XXX;XX
12217;XXXX;XXX;DFGN;XXX;XX
12218;XXXX;YYY;SNBGS;XXX;XX
12219;XXXX;KKK;XXX;XXX;XX
12220;XXXX;ÑÑÑ;FADFBA;XXX;XX
12221;XXXX;PPP;FDSBSDF;XXX;XX
12222;XXXX;QQQ;DFGN;XXX;XX
12223;XXXX;XXX;SNBGS;XXX;XX
12224;XXXX;YYY;XXX;XXX;XX
12225;XXXX;KKK;FADFBA;XXX;XX
12226;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12227;XXXX;PPP;DFGN;XXX;XX
12228;XXXX;QQQ;SNBGS;XXX;XX
12229;XXXX;XXX;XXX;XXX;XX
12230;XXXX;YYY;FADFBA;XXX;XX
12231;XXXX;KKK;FDSBSDF;XXX;XX
12233;XXXX;ÑÑÑ;DFGN;XXX;XX
12234;XXXX;PPP;SNBGS;XXX;XX
12235;XXXX;QQQ;XXX;XXX;XX
12236;XXXX;XXX;FADFBA;XXX;XX
12237;XXXX;YYY;FDSBSDF;XXX;XX
12238;XXXX;KKK;DFGN;XXX;XX
12239;XXXX;ÑÑÑ;SNBGS;XXX;XX
12240;XXXX;PPP;XXX;XXX;XX
12241;XXXX;QQQ;FADFBA;XXX;XX
12242;XXXX;XXX;FDSBSDF;XXX;XX
12243;XXXX;YYY;DFGN;XXX;XX
12244;XXXX;KKK;SNBGS;XXX;XX
12246;XXXX;ÑÑÑ;XXX;XXX;XX
12248;XXXX;PPP;FADFBA;XXX;XX
12249;XXXX;QQQ;FDSBSDF;XXX;XX
12250;XXXX;XXX;DFGN;XXX;XX
12251;XXXX;YYY;SNBGS;XXX;XX
12252;XXXX;KKK;XXX;XXX;XX
12253;XXXX;ÑÑÑ;FADFBA;XXX;XX
12254;XXXX;PPP;FDSBSDF;XXX;XX
12255;XXXX;QQQ;DFGN;XXX;XX
12256;XXXX;XXX;SNBGS;XXX;XX
12257;XXXX;YYY;XXX;XXX;XX
12258;XXXX;KKK;FADFBA;XXX;XX
12259;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12260;XXXX;PPP;DFGN;XXX;XX
12261;XXXX;QQQ;SNBGS;XXX;XX
12263;XXXX;XXX;XXX;XXX;XX
12264;XXXX;YYY;FADFBA;XXX;XX
12266;XXXX;KKK;FDSBSDF;XXX;XX
12267;XXXX;ÑÑÑ;DFGN;XXX;XX
12268;XXXX;PPP;SNBGS;XXX;XX
12269;XXXX;QQQ;XXX;XXX;XX
12272;XXXX;XXX;FADFBA;XXX;XX
12274;XXXX;YYY;FDSBSDF;XXX;XX
12275;XXXX;KKK;DFGN;XXX;XX
12276;XXXX;ÑÑÑ;SNBGS;XXX;XX
12277;XXXX;PPP;XXX;XXX;XX
12278;XXXX;QQQ;FADFBA;XXX;XX
12279;XXXX;XXX;FDSBSDF;XXX;XX
12280;XXXX;YYY;DFGN;XXX;XX
12281;XXXX;KKK;SNBGS;XXX;XX
12282;XXXX;ÑÑÑ;XXX;XXX;XX
12283;XXXX;PPP;FADFBA;XXX;XX
12284;XXXX;QQQ;FDSBSDF;XXX;XX
12285;XXXX;XXX;DFGN;XXX;XX
12286;XXXX;YYY;SNBGS;XXX;XX
12287;XXXX;KKK;XXX;XXX;XX
12288;XXXX;ÑÑÑ;FADFBA;XXX;XX
12289;XXXX;PPP;FDSBSDF;XXX;XX
12290;XXXX;QQQ;DFGN;XXX;XX
12291;XXXX;XXX;SNBGS;XXX;XX
12292;XXXX;YYY;XXX;XXX;XX
12293;XXXX;KKK;FADFBA;XXX;XX
12294;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12295;XXXX;PPP;DFGN;XXX;XX
12296;XXXX;QQQ;SNBGS;XXX;XX
12297;XXXX;XXX;XXX;XXX;XX
12298;XXXX;YYY;FADFBA;XXX;XX
12299;XXXX;KKK;FDSBSDF;XXX;XX
12300;XXXX;ÑÑÑ;DFGN;XXX;XX
12301;XXXX;PPP;SNBGS;XXX;XX
12302;XXXX;QQQ;XXX;XXX;XX
12303;XXXX;XXX;FADFBA;XXX;XX
12304;XXXX;YYY;FDSBSDF;XXX;XX
12305;XXXX;KKK;DFGN;XXX;XX
12306;XXXX;ÑÑÑ;SNBGS;XXX;XX
12307;XXXX;PPP;XXX;XXX;XX
12308;XXXX;QQQ;FADFBA;XXX;XX
12309;XXXX;XXX;FDSBSDF;XXX;XX
12310;XXXX;YYY;DFGN;XXX;XX
12311;XXXX;KKK;SNBGS;XXX;XX
12312;XXXX;ÑÑÑ;XXX;XXX;XX
12313;XXXX;PPP;FADFBA;XXX;XX
12314;XXXX;QQQ;FDSBSDF;XXX;XX
12315;XXXX;XXX;DFGN;XXX;XX
12316;XXXX;YYY;SNBGS;XXX;XX
12317;XXXX;KKK;XXX;XXX;XX
12318;XXXX;ÑÑÑ;FADFBA;XXX;XX
12319;XXXX;PPP;FDSBSDF;XXX;XX
12320;XXXX;QQQ;DFGN;XXX;XX
12321;XXXX;XXX;SNBGS;XXX;XX
12322;XXXX;YYY;XXX;XXX;XX
12323;XXXX;KKK;FADFBA;XXX;XX
12324;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12325;XXXX;PPP;DFGN;XXX;XX
12326;XXXX;QQQ;SNBGS;XXX;XX
12327;XXXX;XXX;XXX;XXX;XX
12328;XXXX;YYY;FADFBA;XXX;XX
12329;XXXX;KKK;FDSBSDF;XXX;XX
12330;XXXX;ÑÑÑ;DFGN;XXX;XX
12337;XXXX;PPP;SNBGS;XXX;XX
12339;XXXX;QQQ;XXX;XXX;XX
12340;XXXX;XXX;FADFBA;XXX;XX
12341;XXXX;YYY;FDSBSDF;XXX;XX
12342;XXXX;KKK;DFGN;XXX;XX
12343;XXXX;ÑÑÑ;SNBGS;XXX;XX
12344;XXXX;PPP;XXX;XXX;XX
12345;XXXX;QQQ;FADFBA;XXX;XX
12346;XXXX;XXX;FDSBSDF;XXX;XX
12347;XXXX;YYY;DFGN;XXX;XX
12348;XXXX;KKK;SNBGS;XXX;XX
12349;XXXX;ÑÑÑ;XXX;XXX;XX
12350;XXXX;PPP;FADFBA;XXX;XX
12351;XXXX;QQQ;FDSBSDF;XXX;XX
12352;XXXX;XXX;DFGN;XXX;XX
12353;XXXX;YYY;SNBGS;XXX;XX
12354;XXXX;KKK;XXX;XXX;XX
12355;XXXX;ÑÑÑ;FADFBA;XXX;XX
12356;XXXX;PPP;FDSBSDF;XXX;XX
12357;XXXX;QQQ;DFGN;XXX;XX
12358;XXXX;XXX;SNBGS;XXX;XX
12359;XXXX;YYY;XXX;XXX;XX
12360;XXXX;KKK;FADFBA;XXX;XX
12361;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12362;XXXX;PPP;DFGN;XXX;XX
12363;XXXX;QQQ;SNBGS;XXX;XX
12364;XXXX;XXX;XXX;XXX;XX
12365;XXXX;YYY;FADFBA;XXX;XX
12366;XXXX;KKK;FDSBSDF;XXX;XX
12367;XXXX;ÑÑÑ;DFGN;XXX;XX
12369;XXXX;PPP;SNBGS;XXX;XX
12370;XXXX;QQQ;XXX;XXX;XX
12373;XXXX;XXX;FADFBA;XXX;XX
12375;XXXX;YYY;FDSBSDF;XXX;XX
12376;XXXX;KKK;DFGN;XXX;XX
12377;XXXX;ÑÑÑ;SNBGS;XXX;XX
12378;XXXX;PPP;XXX;XXX;XX
12379;XXXX;QQQ;FADFBA;XXX;XX
12380;XXXX;XXX;FDSBSDF;XXX;XX
12387;XXXX;YYY;DFGN;XXX;XX
12388;XXXX;KKK;SNBGS;XXX;XX
12389;XXXX;ÑÑÑ;XXX;XXX;XX
12391;XXXX;PPP;FADFBA;XXX;XX
12392;XXXX;QQQ;FDSBSDF;XXX;XX
12393;XXXX;XXX;DFGN;XXX;XX
12394;XXXX;YYY;SNBGS;XXX;XX
12395;XXXX;KKK;XXX;XXX;XX
12396;XXXX;ÑÑÑ;FADFBA;XXX;XX
12397;XXXX;PPP;FDSBSDF;XXX;XX
12398;XXXX;QQQ;DFGN;XXX;XX
12399;XXXX;XXX;SNBGS;XXX;XX
12400;XXXX;YYY;XXX;XXX;XX
12401;XXXX;KKK;FADFBA;XXX;XX
12402;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12403;XXXX;PPP;DFGN;XXX;XX
12404;XXXX;QQQ;SNBGS;XXX;XX
12405;XXXX;XXX;XXX;XXX;XX
12406;XXXX;YYY;FADFBA;XXX;XX
12408;XXXX;KKK;FDSBSDF;XXX;XX
12409;XXXX;ÑÑÑ;DFGN;XXX;XX
12410;XXXX;PPP;SNBGS;XXX;XX
12411;XXXX;QQQ;XXX;XXX;XX
12413;XXXX;XXX;FADFBA;XXX;XX
12414;XXXX;YYY;FDSBSDF;XXX;XX
12415;XXXX;KKK;DFGN;XXX;XX
12416;XXXX;ÑÑÑ;SNBGS;XXX;XX
12417;XXXX;PPP;XXX;XXX;XX
12418;XXXX;QQQ;FADFBA;XXX;XX
12419;XXXX;XXX;FDSBSDF;XXX;XX
12420;XXXX;YYY;DFGN;XXX;XX
12421;XXXX;KKK;SNBGS;XXX;XX
12422;XXXX;ÑÑÑ;XXX;XXX;XX
12423;XXXX;PPP;FADFBA;XXX;XX
12424;XXXX;QQQ;FDSBSDF;XXX;XX
12425;XXXX;XXX;DFGN;XXX;XX
12426;XXXX;YYY;SNBGS;XXX;XX
12427;XXXX;KKK;XXX;XXX;XX
12429;XXXX;ÑÑÑ;FADFBA;XXX;XX
12430;XXXX;PPP;FDSBSDF;XXX;XX
12431;XXXX;QQQ;DFGN;XXX;XX
12432;XXXX;XXX;SNBGS;XXX;XX
12433;XXXX;YYY;XXX;XXX;XX
12435;XXXX;KKK;FADFBA;XXX;XX
12436;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12437;XXXX;PPP;DFGN;XXX;XX
12439;XXXX;QQQ;SNBGS;XXX;XX
12440;XXXX;XXX;XXX;XXX;XX
12441;XXXX;YYY;FADFBA;XXX;XX
12442;XXXX;KKK;FDSBSDF;XXX;XX
12443;XXXX;ÑÑÑ;DFGN;XXX;XX
12444;XXXX;PPP;SNBGS;XXX;XX
12445;XXXX;QQQ;XXX;XXX;XX
12446;XXXX;XXX;FADFBA;XXX;XX
12447;XXXX;YYY;FDSBSDF;XXX;XX
12448;XXXX;KKK;DFGN;XXX;XX
12449;XXXX;ÑÑÑ;SNBGS;XXX;XX
12450;XXXX;PPP;XXX;XXX;XX
12451;XXXX;QQQ;FADFBA;XXX;XX
12453;XXXX;XXX;FDSBSDF;XXX;XX
12454;XXXX;YYY;DFGN;XXX;XX
12455;XXXX;KKK;SNBGS;XXX;XX
12456;XXXX;ÑÑÑ;XXX;XXX;XX
12457;XXXX;PPP;FADFBA;XXX;XX
12458;XXXX;QQQ;FDSBSDF;XXX;XX
12459;XXXX;XXX;DFGN;XXX;XX
12460;XXXX;YYY;SNBGS;XXX;XX
12461;XXXX;KKK;XXX;XXX;XX
12463;XXXX;ÑÑÑ;FADFBA;XXX;XX
12464;XXXX;PPP;FDSBSDF;XXX;XX
12465;XXXX;QQQ;DFGN;XXX;XX
12466;XXXX;XXX;SNBGS;XXX;XX
12468;XXXX;YYY;XXX;XXX;XX
12469;XXXX;KKK;FADFBA;XXX;XX
12470;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12471;XXXX;PPP;DFGN;XXX;XX
12472;XXXX;QQQ;SNBGS;XXX;XX
12473;XXXX;XXX;XXX;XXX;XX
12474;XXXX;YYY;FADFBA;XXX;XX
12475;XXXX;KKK;FDSBSDF;XXX;XX
12476;XXXX;ÑÑÑ;DFGN;XXX;XX
12477;XXXX;PPP;SNBGS;XXX;XX
12478;XXXX;QQQ;XXX;XXX;XX
12479;XXXX;XXX;FADFBA;XXX;XX
12480;XXXX;YYY;FDSBSDF;XXX;XX
12481;XXXX;KKK;DFGN;XXX;XX
12482;XXXX;ÑÑÑ;SNBGS;XXX;XX
12483;XXXX;PPP;XXX;XXX;XX
12484;XXXX;QQQ;FADFBA;XXX;XX
12485;XXXX;XXX;FDSBSDF;XXX;XX
12486;XXXX;YYY;DFGN;XXX;XX
12487;XXXX;KKK;SNBGS;XXX;XX
12488;XXXX;ÑÑÑ;XXX;XXX;XX
12489;XXXX;PPP;FADFBA;XXX;XX
12490;XXXX;QQQ;FDSBSDF;XXX;XX
12492;XXXX;XXX;DFGN;XXX;XX
12493;XXXX;YYY;SNBGS;XXX;XX
12494;XXXX;KKK;XXX;XXX;XX
12495;XXXX;ÑÑÑ;FADFBA;XXX;XX
12496;XXXX;PPP;FDSBSDF;XXX;XX
12497;XXXX;QQQ;DFGN;XXX;XX
12499;XXXX;XXX;SNBGS;XXX;XX
12501;XXXX;YYY;XXX;XXX;XX
12503;XXXX;KKK;FADFBA;XXX;XX
12504;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12505;XXXX;PPP;DFGN;XXX;XX
12506;XXXX;QQQ;SNBGS;XXX;XX
12507;XXXX;XXX;XXX;XXX;XX
12508;XXXX;YYY;FADFBA;XXX;XX
12509;XXXX;KKK;FDSBSDF;XXX;XX
12510;XXXX;ÑÑÑ;DFGN;XXX;XX
12511;XXXX;PPP;SNBGS;XXX;XX
12512;XXXX;QQQ;XXX;XXX;XX
12513;XXXX;XXX;FADFBA;XXX;XX
12514;XXXX;YYY;FDSBSDF;XXX;XX
12515;XXXX;KKK;DFGN;XXX;XX
12516;XXXX;ÑÑÑ;SNBGS;XXX;XX
12517;XXXX;PPP;XXX;XXX;XX
12518;XXXX;QQQ;FADFBA;XXX;XX
12522;XXXX;XXX;FDSBSDF;XXX;XX
12523;XXXX;YYY;DFGN;XXX;XX
12524;XXXX;KKK;SNBGS;XXX;XX
12525;XXXX;ÑÑÑ;XXX;XXX;XX
12526;XXXX;PPP;FADFBA;XXX;XX
12527;XXXX;QQQ;FDSBSDF;XXX;XX
12528;XXXX;XXX;DFGN;XXX;XX
12529;XXXX;YYY;SNBGS;XXX;XX
12530;XXXX;KKK;XXX;XXX;XX
12531;XXXX;ÑÑÑ;FADFBA;XXX;XX
12534;XXXX;PPP;FDSBSDF;XXX;XX
12535;XXXX;QQQ;DFGN;XXX;XX
12538;XXXX;XXX;SNBGS;XXX;XX
12539;XXXX;YYY;XXX;XXX;XX
12541;XXXX;KKK;FADFBA;XXX;XX
12542;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12543;XXXX;PPP;DFGN;XXX;XX
12546;XXXX;QQQ;SNBGS;XXX;XX
12547;XXXX;XXX;XXX;XXX;XX
12548;XXXX;YYY;FADFBA;XXX;XX
12549;XXXX;KKK;FDSBSDF;XXX;XX
12551;XXXX;ÑÑÑ;DFGN;XXX;XX
12552;XXXX;PPP;SNBGS;XXX;XX
12553;XXXX;QQQ;XXX;XXX;XX
12554;XXXX;XXX;FADFBA;XXX;XX
12557;XXXX;YYY;FDSBSDF;XXX;XX
12559;XXXX;KKK;DFGN;XXX;XX
12560;XXXX;ÑÑÑ;SNBGS;XXX;XX
12562;XXXX;PPP;XXX;XXX;XX
12564;XXXX;QQQ;FADFBA;XXX;XX
12566;XXXX;XXX;FDSBSDF;XXX;XX
12567;XXXX;YYY;DFGN;XXX;XX
12570;XXXX;KKK;SNBGS;XXX;XX
12572;XXXX;ÑÑÑ;XXX;XXX;XX
12573;XXXX;PPP;FADFBA;XXX;XX
12575;XXXX;QQQ;FDSBSDF;XXX;XX
12577;XXXX;XXX;DFGN;XXX;XX
12578;XXXX;YYY;SNBGS;XXX;XX
12579;XXXX;KKK;XXX;XXX;XX
12580;XXXX;ÑÑÑ;FADFBA;XXX;XX
12585;XXXX;PPP;FDSBSDF;XXX;XX
12586;XXXX;QQQ;DFGN;XXX;XX
12588;XXXX;XXX;SNBGS;XXX;XX
12589;XXXX;YYY;XXX;XXX;XX
12590;XXXX;KKK;FADFBA;XXX;XX
12591;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
12592;XXXX;PPP;DFGN;XXX;XX
12593;XXXX;QQQ;SNBGS;XXX;XX
12594;XXXX;XXX;XXX;XXX;XX
12595;XXXX;YYY;FADFBA;XXX;XX
12596;XXXX;KKK;FDSBSDF;XXX;XX
12597;XXXX;ÑÑÑ;DFGN;XXX;XX
12598;XXXX;PPP;SNBGS;XXX;XX
